ISO3,Country,Dataset,Source,Type,Access,TemporalStart,TemporalEnd,Frequency,Coverage
MHL,Marshall Islands,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
MHL,Marshall Islands,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
MHL,Marshall Islands,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
MHL,Marshall Islands,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
MHL,Marshall Islands,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
MHL,Marshall Islands,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
MHL,Marshall Islands,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
MHL,Marshall Islands,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
MHL,Marshall Islands,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
MHL,Marshall Islands,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
MHL,Marshall Islands,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
MTQ,Martinique,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
MTQ,Martinique,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
MTQ,Martinique,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
MTQ,Martinique,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
MTQ,Martinique,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
MTQ,Martinique,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
MTQ,Martinique,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
MTQ,Martinique,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
MTQ,Martinique,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
MTQ,Martinique,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
MTQ,Martinique,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
MRT,Mauritania,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
MRT,Mauritania,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
MRT,Mauritania,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
MRT,Mauritania,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
MRT,Mauritania,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
MRT,Mauritania,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
MRT,Mauritania,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
MRT,Mauritania,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
MRT,Mauritania,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
MRT,Mauritania,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
MRT,Mauritania,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
MUS,Mauritius,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
MUS,Mauritius,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
MUS,Mauritius,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
MUS,Mauritius,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
MUS,Mauritius,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
MUS,Mauritius,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
MUS,Mauritius,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
MUS,Mauritius,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
MUS,Mauritius,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
MUS,Mauritius,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
MUS,Mauritius,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
MYT,Mayotte,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
MYT,Mayotte,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
MYT,Mayotte,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
MYT,Mayotte,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
MYT,Mayotte,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
MYT,Mayotte,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
MYT,Mayotte,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
MYT,Mayotte,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
MYT,Mayotte,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
MYT,Mayotte,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
MYT,Mayotte,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
MEX,Mexico,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
MEX,Mexico,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
MEX,Mexico,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
MEX,Mexico,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
MEX,Mexico,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
MEX,Mexico,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
MEX,Mexico,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
MEX,Mexico,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
MEX,Mexico,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
MEX,Mexico,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
MEX,Mexico,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
FSM,"Micronesia, Federated States of",Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
FSM,"Micronesia, Federated States of",ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
FSM,"Micronesia, Federated States of",Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
FSM,"Micronesia, Federated States of",Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
FSM,"Micronesia, Federated States of",OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
FSM,"Micronesia, Federated States of",WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
FSM,"Micronesia, Federated States of",WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
FSM,"Micronesia, Federated States of",FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
FSM,"Micronesia, Federated States of",USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
FSM,"Micronesia, Federated States of",NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
FSM,"Micronesia, Federated States of",LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
MDA,"Moldova, Republic of",Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
MDA,"Moldova, Republic of",ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
MDA,"Moldova, Republic of",Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
MDA,"Moldova, Republic of",Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
MDA,"Moldova, Republic of",OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
MDA,"Moldova, Republic of",WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
MDA,"Moldova, Republic of",WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
MDA,"Moldova, Republic of",FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
MDA,"Moldova, Republic of",USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
MDA,"Moldova, Republic of",NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
MDA,"Moldova, Republic of",LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
MCO,Monaco,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
MCO,Monaco,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
MCO,Monaco,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
MCO,Monaco,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
MCO,Monaco,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
MCO,Monaco,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
MCO,Monaco,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
MCO,Monaco,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
MCO,Monaco,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
MCO,Monaco,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
MCO,Monaco,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
MNG,Mongolia,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
MNG,Mongolia,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
MNG,Mongolia,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
MNG,Mongolia,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
MNG,Mongolia,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
MNG,Mongolia,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
MNG,Mongolia,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
MNG,Mongolia,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
MNG,Mongolia,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
MNG,Mongolia,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
MNG,Mongolia,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
MNE,Montenegro,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
MNE,Montenegro,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
MNE,Montenegro,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
MNE,Montenegro,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
MNE,Montenegro,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
MNE,Montenegro,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
MNE,Montenegro,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
MNE,Montenegro,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
MNE,Montenegro,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
MNE,Montenegro,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
MNE,Montenegro,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
MSR,Montserrat,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
MSR,Montserrat,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
MSR,Montserrat,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
MSR,Montserrat,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
MSR,Montserrat,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
MSR,Montserrat,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
MSR,Montserrat,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
MSR,Montserrat,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
MSR,Montserrat,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
MSR,Montserrat,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
MSR,Montserrat,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
MAR,Morocco,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
MAR,Morocco,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
MAR,Morocco,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
MAR,Morocco,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
MAR,Morocco,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
MAR,Morocco,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
MAR,Morocco,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
MAR,Morocco,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
MAR,Morocco,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
MAR,Morocco,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
MAR,Morocco,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
MOZ,Mozambique,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
MOZ,Mozambique,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
MOZ,Mozambique,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
MOZ,Mozambique,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
MOZ,Mozambique,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
MOZ,Mozambique,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
MOZ,Mozambique,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
MOZ,Mozambique,FEMA NFHL,FEMA,Vector flood hazard zones,Open,2003,Present,Rolling,N/A
MOZ,Mozambique,USGS NHD,USGS,Vector hydrography,Open,2000,Present,Rolling,N/A
MOZ,Mozambique,NPMS,PHMSA,Vector pipelines,Restricted,2002,Present,Annual/Rolling,N/A
MOZ,Mozambique,LiDAR DEM 1m,National/Provincial/State programs,Raster DEM (1m),Open/Restricted,2000,Present,Project-based,Varies
MMR,Myanmar,Sentinel-2 L2A,ESA via Microsoft Planetary Computer Earth Search,"Raster multispectral (13 bands, 10/20/60m)",Open,2015-06,Present,~5 days,Available
MMR,Myanmar,ESA WorldCover 10m,ESA (AWS S3),Raster land cover (10m),Open,2020,2021,Annual,Available
MMR,Myanmar,Copernicus DEM,Copernicus,Raster DEM (30m/90m),Registration,2020,Present,Irregular,Available
MMR,Myanmar,Global Surface Water (GSW),JRC/Google,Raster water occurrence/seasonality,Open,1984,Present,Annual,Available
MMR,Myanmar,OpenStreetMap,OpenStreetMap,Vector roads/railways/waterways/landuse/buildings,Open,2004,Present,Continuous,Available
MMR,Myanmar,WDPA (Protected Planet),UNEP-WCMC & IUCN,Vector protected areas,Registration,2005,Present,Monthly,Available
MMR,Myanmar,WorldPop/GHS-POP,WorldPop / JRC (GHS-POP),Raster population density,Open,2000,Present,1–5 years,Available
