# TIER 1 Country Best Datasets - All Countries
# Generated:,2025-10-08 17:07:30

Country,Category,Dataset Name,Source/Provider,Resolution,Temporal Coverage,Update Frequency,Access,API Available,URL,Quality (1-5),Notes
Bahrain,SPECIAL DATASETS FOR BAHRAIN,"Highest Priority National Datasets** (contact SLRB, CIO-BSDI, and relevant ministries):",,,,,,,,3,
Bahrain,SPECIAL DATASETS FOR BAHRAIN,Best Global Datasets for Bahrain**:,,,,,,,,3,
Bahrain,SPECIAL DATASETS FOR BAHRAIN,Critical Gaps/Limitations**:,,,,,,,,3,
Bahrain,SPECIAL DATASETS FOR BAHRAIN,Recommended Data Access Strategy**:,//www.agro.bh/water/water-resources/),,,,//esa-worldcover.org/en/data-access),,,3,
Iraq,Comprehensive inventory - Updated 2025-10-06 (Source: Perplexity Research),,,,,,,,,,
Iraq,Category,Dataset Name,Source/Provider,Resolution/Scale,Temporal Coverage,Update Frequency,Access,API Available,URL,Quality (1-5),Notes
Iraq,ELEVATION/TERRAIN (DEM),**Copernicus DEM GLO-30** (HIGHEST QUALITY),,** 30m,** 2011-2015 (TanDEM-X mission),** Static (maintained until 2026),** Free/Open,** Yes - Copernicus Data Space Ecosystem API,** https://dataspace.copernicus.eu/ and https://portal.opentopography.org/raster?opentopoID=OTSDEM.032021.4326.3,3,** RMSE of 1.3m in Iraq - 2.6x more accurate than SRTM and 5.2x more accurate than ASTER GDEM. Best global DEM for Iraq[3][4][5]
Iraq,ELEVATION/TERRAIN (DEM),**NASA SRTM (30m and 90m)**,,"** 30m (SRTM-1), 90m (SRTM-3)",** February 2000,** Static,** Free/Open,** Yes - USGS Earth Explorer API,** https://earthexplorer.usgs.gov,3,** Vertical accuracy ±8-10m for Iraq region. Widely used baseline but inferior to Copernicus DEM[6][3]
Iraq,ELEVATION/TERRAIN (DEM),**ASTER GDEM v3**,,** 30m,** 2000-2013,** Static (v3 released 2019),** Free/Open,** Yes - via EarthData API,** https://earthexplorer.usgs.gov,2,"** Lowest accuracy among major DEMs for Iraq (RMSE ~6.8m), contains artifacts in flat areas[7][3]"
Iraq,ELEVATION/TERRAIN (DEM),**ALOS World 3D (AW3D30)**,,** 30m,** 2006-2011,** Static,** Free/Open (registration required),** No,** https://www.eorc.jaxa.jp/ALOS/en/aw3d30/,4,"** Good accuracy, better than ASTER but slightly inferior to Copernicus DEM for Middle East[3][7]"
Iraq,ELEVATION/TERRAIN (DEM),National Datasets:** Directorate General of Geological Surveys and Mineral Investigation (DGGSMI) ma,,,,,,,,3,
Iraq,LAND COVER / LAND USE,**Kurdistan Region Land Cover Map 2024**,** Kurdistan Region Statistics Office (KRSO) with World Food Programme support,"** Based on Sentinel-2 (10m), produced at higher resolution using machine learning",** 2023-2024,** Annual (planned),** Restricted/Request (government agency),** No,** Contact KRSO directly,3,** High-quality supervised classification for Kurdistan Region only. Field-verified. First such work in Iraq. Federal government requested national extension[10]
Iraq,LAND COVER / LAND USE,**ESA WorldCover 10m**,,** 10m,"** 2020, 2021 (annual updates)",** Annual,** Free/Open,** Yes - via Copernicus API,** https://viewer.esa-worldcover.org/,5,"** Global validation accuracy 74.4%. Best global land cover product for Iraq. Excellent for identifying vegetation, cropland, built-up areas, bare ground[10]"
Iraq,LAND COVER / LAND USE,**Google Dynamic World**,,** 10m (Sentinel-2 based),** 2015-present,** Near real-time (every 2-5 days),** Free/Open,** Yes - Google Earth Engine,** https://www.dynamicworld.app/,3,** Near real-time capability valuable for monitoring land use changes. 8 land cover classes[10]
Iraq,LAND COVER / LAND USE,**Sentinel-2 Land Cover Classification**,,** 10m-20m,** 2015-present,** Continuous (5-day revisit),** Yes - Copernicus Open Access Hub API,,** https://scihub.copernicus.eu/,3,** Raw imagery requires processing but provides most current data[10]
Iraq,LAND COVER / LAND USE,National Datasets:** No comprehensive national land use database publicly available from Iraqi minis,,,,,,,,3,
Iraq,HYDROLOGY / WATER,**Iraq Ministry of Water Resources Database**,** Ministry of Water Resources of Republic of Iraq,** Variable,** Historical to current,,"** Most authoritative for Iraq but access severely limited. Contains hydrological, climatic, water quality data[11][12][13]",** No,** Contact ministry directly,3,
Iraq,HYDROLOGY / WATER,**HydroSHEDS (Hydrological data and maps based on SHuttle Elevation Derivatives at multiple Scales)*,,** 15 arc-seconds (~500m at equator),** Based on SRTM 2000,** Static,** Free/Open,** No,** https://www.hydrosheds.org/,4,"** Good for river network delineation, watershed boundaries. Based on older SRTM data[11]"
Iraq,HYDROLOGY / WATER,**Global Surface Water Explorer (Copernicus/JRC)**,,** 30m,** 1984-2022,** Annual,** Free/Open,** Yes - Google Earth Engine,** https://global-surface-water.appspot.com/,5,"** Excellent for identifying permanent/seasonal water bodies, wetlands. Critical for Iraq's marshlands and wadis[11]"
Iraq,HYDROLOGY / WATER,**OpenStreetMap Water Features**,** Continuous (crowdsourced),** Variable,** Current,,** Free/Open,** Yes - Overpass API,** https://www.openstreetmap.org/,3,** Incomplete for Iraq. Tigris and Euphrates rivers mapped but many wadis and smaller features missing[14][11]
Iraq,HYDROLOGY / WATER,"Quality Note:** Iraq has complex hydrogeology with 7 hydrogeological zones, extensive karst aquifers",,,,,,,,3,
Iraq,INFRASTRUCTURE - ROADS,**OpenStreetMap Iraq Roads**,** Real-time (crowdsourced),"** Variable, typically 1-5m accuracy",** Current (continuously updated),,** Free/Open,** Yes - Overpass API,** https://data.humdata.org/dataset/hotosm_irq_roads,3,** Moderate quality. Studies show substantial horizontal positional discrepancies (RMSE ~6m) compared to official Baghdad data. Better coverage in urban areas. Kurdistan Region has better coverage than southern Iraq[15][16][17][14]
Iraq,INFRASTRUCTURE - ROADS,**Iraq Ministry of Transport Road Network**,** Ministry of Transport / Mayoralty of Baghdad (for Baghdad),,,,** Most accurate for Iraq but not openly accessible[15],** No,,3,
Iraq,INFRASTRUCTURE - ROADS,**HERE Technologies**,,** Sub-meter to 5m accuracy,** Current,** Quarterly,** Commercial/Purchase,** Yes - HERE Location Services API,** https://www.here.com/,3,"** High accuracy, includes attributes (road class, surface type, speed limits). Iraq coverage available but expensive[15]"
Iraq,INFRASTRUCTURE - ROADS,**TomTom**,,** Sub-meter to 5m accuracy,** Current,** Quarterly,** Commercial/Purchase,** Yes - TomTom Maps API,** https://www.tomtom.com/,3,** Similar quality to HERE. Includes traffic data. Commercial license required[15]
Iraq,INFRASTRUCTURE - RAILWAYS,**OpenStreetMap Railways Iraq**,** OpenStreetMap contributors,** Variable,** Current,** Continuous,** Free/Open,** Yes - Overpass API,** https://www.openstreetmap.org/ and https://data.humdata.org/,3,"** Incomplete. Major rail lines between Baghdad, Basra, and Mosul mapped but many secondary lines and railway facilities missing[18][14]"
Iraq,INFRASTRUCTURE - RAILWAYS,**Iraq National Railway Authority Database**,,,,,** Official data exists but not accessible to public[14],,,3,
Iraq,"INFRASTRUCTURE - UTILITIES (Power, Telecom)",**OpenInfraMap / OpenStreetMap Utilities**,** OpenStreetMap,** Variable,** Current,** Continuous,** Free/Open,** Yes - Overpass API,** https://openinframap.org/,3,** Very incomplete for Iraq. Major power transmission lines partially mapped but distribution networks largely absent. Telecom infrastructure mostly unmapped[18][14]
Iraq,"INFRASTRUCTURE - UTILITIES (Power, Telecom)",**Iraq Ministry of Electricity Data**,,,,,** Official transmission network data exists but restricted access,,,3,
Iraq,INFRASTRUCTURE - PIPELINES,**OGIM Database (Oil and Gas Infrastructure Mapping)**,** Iraq has very limited data in OGIM (data quality score <0.3). Mostly non-government sources. Incomplete coverage. Better than nothing but significant gaps[2][1],** Point and line features,** Compiled through 2022,** Irregular updates,** Free/Open,** No,** https://doi.org/10.5281/zenodo.7466757,3,
Iraq,INFRASTRUCTURE - PIPELINES,**Global Oil Infrastructure Tracker (Global Energy Monitor)**,** Global Energy Monitor,** Line features for pipelines,** Current,** Quarterly,** Free/Open (registration may be required),** No,** https://globalenergymonitor.org/projects/global-oil-infrastructure-tracker/,3,** Limited coverage for Iraq. Focuses on major transmission pipelines[19]
Iraq,INFRASTRUCTURE - PIPELINES,**OpenStreetMap Pipelines**,** OpenStreetMap,** Variable,** Current,** Continuous,** Free/Open,** Yes - Overpass API,** https://www.openstreetmap.org/,3,** Very incomplete for Iraq. Security sensitivities limit public mapping[14][18]
Iraq,INFRASTRUCTURE - PIPELINES,"**Iraq National Oil Companies (SOC, NOC, KRG Ministry)**","** South Oil Company, North Oil Company, and Kurdistan Regional Government Ministry of Natural Resources maintain detailed GIS databases but these are confidential for security and commercial reasons[1][2]",,,,** Highly restricted/Not publicly available,,,3,
Iraq,INFRASTRUCTURE - PIPELINES,"**Commercial Providers (Bayphase, IHS Markit)**",** Varies by provider,,,,** Commercial/Purchase (expensive),,** https://www.bayphasedata.com/,3,"** Most comprehensive pipeline data for Iraq available commercially. Includes field locations, well data, pipeline routes, facilities. Very expensive licensing[20]"
Iraq,PROTECTED AREAS / ENVIRONMENTAL,**World Database on Protected Areas (WDPA)**,** UNEP-WCMC,** Polygon and point features,"** Current (as of May 2021, 23 PAs; updated September 2025)",** Monthly,** Free/Open,** Yes - via Protected Planet API,** https://www.protectedplanet.net/country/IRQ,4,"** Iraq has 23 protected areas (1.5% terrestrial coverage, 6,713.7 km²). 16 additional proposed PAs not included. Coverage includes Central Marshes (Ramsar site, UNESCO World Heritage), Al-Hammar Marsh, Hawizeh Marsh, Sawa Lake. Data quality good but limited spatial extent[21][22][23][24]"
Iraq,PROTECTED AREAS / ENVIRONMENTAL,**Iraq Key Biodiversity Areas**,** Nature Iraq (2017 report),** Site-specific polygons,** 2017,** Static,** Report-based/Request from Nature Iraq,** No,,3,"** 82 Key Biodiversity Areas identified covering 6.5% of country (28,388 km²). Includes habitat maps and conservation recommendations. Valuable supplement to WDPA[21]"
Iraq,PROTECTED AREAS / ENVIRONMENTAL,**Iraq Ministry of Environment / State Board of Antiquities and Heritage**,,,,,** Restricted/Request,,,3,"** Iraq government notes 5 sites formally designated, 18 in ratification process. Direct contact required for official boundaries[21]"
Iraq,GEOLOGY / SOIL,**Directorate General of Geological Surveys and Mineral Investigation (DGGSMI)**,** Iraqi government,"** 1:1,000,000 scale geological map",** Historical,** Irregular,** Most authoritative for Iraq. Small-scale geological mapping exists but digital access limited. Paper maps being digitized[9][25][8],** No,,3,
Iraq,GEOLOGY / SOIL,**USGS Iraq Geologic/Petroleum Provinces**,** Based on multiple sources,"** 1:5,000,000 regional scale",,** Static,** Free/Open,** No,** https://catalog.data.gov/dataset/?tags=republic-of-iraq,3,** Regional overview quality. Useful for petroleum provinces but too coarse for detailed pipeline routing[26][27]
Iraq,GEOLOGY / SOIL,**OneGeology - Iraq**,** OneGeology portal,"** 1:1,000,000",** Various,** Static,** Provides access to Iraqi geological data through international portal but coverage is limited[25],** Yes - WMS/WFS services,** http://www.onegeology.org/,3,
Iraq,GEOLOGY / SOIL,**FAO Harmonized World Soil Database (HWSD) v2.0**,"** FAO, IIASA, ISRIC",** 30 arc-seconds (~1km),** Composite (various dates),** Major updates (v2.0 released 2023),** Free/Open,** Yes - available through Google Earth Engine,** https://www.fao.org/soils-portal/data-hub/ and https://gee-community-catalog.org/projects/hwsd/,3,"** Global coverage including Iraq. Includes soil organic carbon, pH, water storage capacity, soil depth, texture. Best available global soil dataset. Seven depth layers in v2.0[28][29][30]"
Iraq,GEOLOGY / SOIL,**FAO-UNESCO Soil Map of the World**,,** Historical baseline but coarse resolution. Iraq included in South Asia volume[31][32],** 1961-1981,** Static (historical),** Free/Open,** No,** https://www.fao.org/soils-portal/data-hub/soil-maps-and-databases/faounesco-soil-map-of-the-world/en/,3,
Iraq,GEOLOGY / SOIL,**JRC Soil Resources - Mediterranean Countries**,** European Commission Joint Research Centre,** Variable,** 2013,** Static,** Free/Open,** No,** https://publications.jrc.ec.europa.eu/,3,** Includes Iraq in Mediterranean/Caucasus assessment. Digital database of soil and environmental data[33]
